id,name,inserttime,validfrom,validto,sourceid,styleid,sku,listprice,url,releasedate,retiredate,framecolour,lensid,fitid,genderid,note,image,imagesmall
2869,Polished Rootbeer (Score)/Bronze,2017-06-16 02:31:29,2017-06-16 06:31:28,NULL,2,595,12-152GB12,$90,http://www.o-review.com/glassesdetail.asp?ID=3977,NULL,NULL,Polished Rootbeer (Score),13,1,NULL,NULL,NULL,NULL
2870,FMJ 5.56/Gold Iridium,2017-06-16 02:31:32,2017-06-16 06:31:31,NULL,2,682,04-015,None,http://www.o-review.com/glassesdetail.asp?ID=2308,NULL,NULL,FMJ 5.56,34,1,NULL,NULL,NULL,NULL
2871,FMJ 7.62/Black Iridium,2017-06-16 02:31:53,2017-06-16 06:31:52,NULL,2,682,04-007,$130,http://www.o-review.com/glassesdetail.asp?ID=232,NULL,NULL,FMJ 7.62,7,1,NULL,NULL,NULL,NULL
2872,Polished Rootbeer (Stripes)/Bronze,2017-06-16 02:31:58,2017-06-16 06:31:58,NULL,2,595,12-152GB8,$90,http://www.o-review.com/glassesdetail.asp?ID=3953,NULL,NULL,Polished Rootbeer (Stripes),13,1,NULL,NULL,NULL,NULL
2873,FMJ 9mm/Black Iridium,2017-06-16 02:32:13,2017-06-16 06:32:12,NULL,2,682,04-018,None,http://www.o-review.com/glassesdetail.asp?ID=1282,NULL,NULL,FMJ 9mm,7,1,NULL,NULL,NULL,NULL
2874,Polished Rootbeer (Tye Dye)/Bronze,2017-06-16 02:32:20,2017-06-16 06:32:19,NULL,2,595,12-152GB5,$90,http://www.o-review.com/glassesdetail.asp?ID=3935,NULL,NULL,Polished Rootbeer (Tye Dye),13,1,NULL,NULL,NULL,NULL
2875,FMJ Copper/Black Iridium,2017-06-16 02:32:33,2017-06-16 06:32:32,NULL,2,682,,$95,http://www.o-review.com/glassesdetail.asp?ID=1087,NULL,NULL,FMJ Copper,7,1,NULL,NULL,NULL,NULL
2876,Polished Rootbeer (Wall Paper)/Bronze,2017-06-16 02:32:38,2017-06-16 06:32:37,NULL,2,595,12-152GB6,$90,http://www.o-review.com/glassesdetail.asp?ID=3941,NULL,NULL,Polished Rootbeer (Wall Paper),13,1,NULL,NULL,NULL,NULL
2877,FMJ W/+Red Iridium,2017-06-16 02:32:53,2017-06-16 06:32:52,NULL,2,682,04-014,$95,http://www.o-review.com/glassesdetail.asp?ID=223,NULL,NULL,FMJ W,1,1,NULL,NULL,NULL,NULL
2878,Polished White/Black Iridium,2017-06-16 02:32:55,2017-06-16 06:32:54,NULL,2,595,03-474,$100,http://www.o-review.com/glassesdetail.asp?ID=1708,NULL,NULL,Polished White,7,1,NULL,NULL,NULL,NULL
2879,Fuel/Gold Iridium,2017-06-16 02:33:12,2017-06-16 06:33:12,NULL,2,682,04-002,$95,http://www.o-review.com/glassesdetail.asp?ID=227,NULL,NULL,Fuel,34,1,NULL,NULL,NULL,NULL
2880,Polished White/Black Iridium,2017-06-16 02:33:17,2017-06-16 06:33:16,NULL,2,595,,None,http://www.o-review.com/glassesdetail.asp?ID=4575,NULL,NULL,Polished White,7,1,NULL,NULL,NULL,NULL
2881,Gold X/Gold Iridium,2017-06-16 02:33:33,2017-06-16 06:33:33,NULL,2,682,04-008,$95,http://www.o-review.com/glassesdetail.asp?ID=231,NULL,NULL,Gold X,34,1,NULL,NULL,NULL,NULL
2882,Polished White/HDO-3D,2017-06-16 02:33:40,2017-06-16 06:33:39,NULL,2,595,OO9143-02,$120,http://www.o-review.com/glassesdetail.asp?ID=5300,NULL,NULL,Polished White,216,1,NULL,NULL,NULL,NULL
2883,Ivory/Straight/Gold Iridium,2017-06-16 02:33:55,2017-06-16 06:33:55,NULL,2,682,04-003,$95,http://www.o-review.com/glassesdetail.asp?ID=228,NULL,NULL,Ivory/Straight,34,1,NULL,NULL,NULL,NULL
2884,Polished White/Ruby Iridium,2017-06-16 02:34:01,2017-06-16 06:34:00,NULL,2,595,24-082,$110,http://www.o-review.com/glassesdetail.asp?ID=4195,NULL,NULL,Polished White,60,1,NULL,NULL,NULL,NULL
2885,Moss/Gold Iridium,2017-06-16 02:34:15,2017-06-16 06:34:15,NULL,2,682,04-016,None,http://www.o-review.com/glassesdetail.asp?ID=942,NULL,NULL,Moss,34,1,NULL,NULL,NULL,NULL
2886,Polished White/Warm Grey,2017-06-16 02:34:21,2017-06-16 06:34:21,NULL,2,595,24-050,$160,http://www.o-review.com/glassesdetail.asp?ID=4134,NULL,NULL,Polished White,85,1,NULL,NULL,NULL,NULL
2887,Pearl/Black Iridium,2017-06-16 02:34:36,2017-06-16 06:34:35,NULL,2,682,04-012,$95,http://www.o-review.com/glassesdetail.asp?ID=1283,NULL,NULL,Pearl,7,1,NULL,NULL,NULL,NULL
2888,Polished White (BCL)/Black Iridium,2017-06-16 02:34:46,2017-06-16 06:34:45,NULL,2,595,12-151GB9,$100,http://www.o-review.com/glassesdetail.asp?ID=3958,NULL,NULL,Polished White (BCL),7,1,NULL,NULL,NULL,NULL
2889,Rootbeer/Gold Iridium,2017-06-16 02:34:55,2017-06-16 06:34:55,NULL,2,682,04-059,None,http://www.o-review.com/glassesdetail.asp?ID=1279,NULL,NULL,Rootbeer,34,1,NULL,NULL,NULL,NULL
2890,Polished White (Carbonated)/Black Iridium,2017-06-16 02:35:05,2017-06-16 06:35:05,NULL,2,595,12-151GB7,$100,http://www.o-review.com/glassesdetail.asp?ID=3946,NULL,NULL,Polished White (Carbonated),7,1,NULL,NULL,NULL,NULL
2891,Rootbeer/Gold Iridium Polarized,2017-06-16 02:35:16,2017-06-16 06:35:15,NULL,2,682,04-057,None,http://www.o-review.com/glassesdetail.asp?ID=946,NULL,NULL,Rootbeer,35,1,NULL,NULL,NULL,NULL
2892,Polished White (City)/Black Iridium,2017-06-16 02:35:29,2017-06-16 06:35:28,NULL,2,595,12-151GB3,$100,http://www.o-review.com/glassesdetail.asp?ID=3922,NULL,NULL,Polished White (City),7,1,NULL,NULL,NULL,NULL
2893,Rootbeer/Grey Polarized,2017-06-16 02:35:39,2017-06-16 06:35:38,NULL,2,682,04-056,None,http://www.o-review.com/glassesdetail.asp?ID=947,NULL,NULL,Rootbeer,38,1,NULL,NULL,NULL,NULL
2894,Polished White (Grab Bag)/Black Iridium,2017-06-16 02:35:46,2017-06-16 06:35:46,NULL,2,595,12-768,$100,http://www.o-review.com/glassesdetail.asp?ID=3758,NULL,NULL,Polished White (Grab Bag),7,1,NULL,NULL,NULL,NULL
2895,Tortoise/Gold Iridium,2017-06-16 02:35:57,2017-06-16 06:35:56,NULL,2,682,04-052,None,http://www.o-review.com/glassesdetail.asp?ID=950,NULL,NULL,Tortoise,34,1,NULL,NULL,NULL,NULL
2896,Polished White (Plaid)/Black Iridium,2017-06-16 02:36:05,2017-06-16 06:36:04,NULL,2,595,12-151GB11,$100,http://www.o-review.com/glassesdetail.asp?ID=3970,NULL,NULL,Polished White (Plaid),7,1,NULL,NULL,NULL,NULL
2897,Brown Tortoise/Bronze,2017-06-16 02:36:17,2017-06-16 06:36:17,NULL,2,683,05-117,$135,http://www.o-review.com/glassesdetail.asp?ID=1712,NULL,NULL,Brown Tortoise,13,1,NULL,NULL,NULL,NULL
2898,Polished White (Polka Dot)/Black Iridium,2017-06-16 02:36:26,2017-06-16 06:36:26,NULL,2,595,12-151GB4,$100,http://www.o-review.com/glassesdetail.asp?ID=3928,NULL,NULL,Polished White (Polka Dot),7,1,NULL,NULL,NULL,NULL
2899,Matte Black/Black-Clear Gradient,2017-06-16 02:36:38,2017-06-16 06:36:38,NULL,2,683,05-116,$135,http://www.o-review.com/glassesdetail.asp?ID=1714,NULL,NULL,Matte Black,91,1,NULL,NULL,NULL,NULL
2900,Polished White (Safari)/Black Iridium,2017-06-16 02:36:44,2017-06-16 06:36:43,NULL,2,595,12-151GB10,$100,http://www.o-review.com/glassesdetail.asp?ID=3964,NULL,NULL,Polished White (Safari),7,1,NULL,NULL,NULL,NULL
2901,Pearl/Pink Black Iridium,2017-06-16 02:36:56,2017-06-16 06:36:56,NULL,2,683,05-118,$135,http://www.o-review.com/glassesdetail.asp?ID=1713,NULL,NULL,Pearl,56,1,NULL,NULL,NULL,NULL
2902,Polished White (Score)/Black Iridium,2017-06-16 02:37:04,2017-06-16 06:37:03,NULL,2,595,12-151GB12,$100,http://www.o-review.com/glassesdetail.asp?ID=3976,NULL,NULL,Polished White (Score),7,1,NULL,NULL,NULL,NULL
2903,Polished Black/Black Iridium,2017-06-16 02:37:19,2017-06-16 06:37:18,NULL,2,683,05-115,$135,http://www.o-review.com/glassesdetail.asp?ID=1102,NULL,NULL,Polished Black,7,1,NULL,NULL,NULL,NULL
2904,Polished White (Stripes)/Black Iridium,2017-06-16 02:37:28,2017-06-16 06:37:27,NULL,2,595,12-151GB8,$100,http://www.o-review.com/glassesdetail.asp?ID=3952,NULL,NULL,Polished White (Stripes),7,1,NULL,NULL,NULL,NULL
2905,Berry/G30 Iridium,2017-06-16 02:37:30,2017-06-16 06:37:29,NULL,2,684,05-113,$135,http://www.o-review.com/glassesdetail.asp?ID=207,NULL,NULL,Berry,29,1,NULL,NULL,NULL,NULL
2906,Brown Tortoise/Gold Iridium Polarized,2017-06-16 02:37:36,2017-06-16 06:37:35,NULL,2,684,12-821,$230,http://www.o-review.com/glassesdetail.asp?ID=847,NULL,NULL,Brown Tortoise,35,1,NULL,NULL,NULL,NULL
2907,Honey/Bronze,2017-06-16 02:37:43,2017-06-16 06:37:43,NULL,2,684,05-114,$125,http://www.o-review.com/glassesdetail.asp?ID=206,NULL,NULL,Honey,13,1,NULL,NULL,NULL,NULL
2908,Polished White (Tye Dye)/Black Iridium,2017-06-16 02:37:45,2017-06-16 06:37:45,NULL,2,595,12-151GB5,$100,http://www.o-review.com/glassesdetail.asp?ID=3934,NULL,NULL,Polished White (Tye Dye),7,1,NULL,NULL,NULL,NULL
2909,Matte Black/Grey Polarized,2017-06-16 02:37:51,2017-06-16 06:37:50,NULL,2,684,12-827,$220,http://www.o-review.com/glassesdetail.asp?ID=846,NULL,NULL,Matte Black,38,1,NULL,NULL,NULL,NULL
2910,Night Camo/Grey,2017-06-16 02:37:59,2017-06-16 06:37:59,NULL,2,684,05-111,$125,http://www.o-review.com/glassesdetail.asp?ID=126,NULL,NULL,Night Camo,37,1,NULL,NULL,NULL,NULL
2911,Pearl/Black Iridium Polarized,2017-06-16 02:38:06,2017-06-16 06:38:05,NULL,2,684,12-845,$230,http://www.o-review.com/glassesdetail.asp?ID=1740,NULL,NULL,Pearl,8,1,NULL,NULL,NULL,NULL
2912,Polished White (Wall Paper)/Black Iridium,2017-06-16 02:38:06,2017-06-16 06:38:05,NULL,2,595,12-151GB6,$100,http://www.o-review.com/glassesdetail.asp?ID=3940,NULL,NULL,Polished White (Wall Paper),7,1,NULL,NULL,NULL,NULL
2913,Plasma/Gold Iridium,2017-06-16 02:38:12,2017-06-16 06:38:12,NULL,2,684,12-662,$130,http://www.o-review.com/glassesdetail.asp?ID=136,NULL,NULL,Plasma,34,1,NULL,NULL,NULL,NULL
2914,Polished Black/Black Iridium,2017-06-16 02:38:20,2017-06-16 06:38:20,NULL,2,684,05-112,$135,http://www.o-review.com/glassesdetail.asp?ID=125,NULL,NULL,Polished Black,7,1,NULL,NULL,NULL,NULL
2915,Reground Black/Warm Grey,2017-06-16 02:38:24,2017-06-16 06:38:23,NULL,2,595,24-146,$100,http://www.o-review.com/glassesdetail.asp?ID=4896,NULL,NULL,Reground Black,85,1,NULL,NULL,NULL,NULL
2916,White Camo/Titanium Clear,2017-06-16 02:38:28,2017-06-16 06:38:27,NULL,2,684,05-110,$145,http://www.o-review.com/glassesdetail.asp?ID=124,NULL,NULL,White Camo,63,1,NULL,NULL,NULL,NULL
2917,Rust/Brown-Clear Gradient,2017-06-16 02:38:42,2017-06-16 06:38:41,NULL,2,595,03-476,$100,http://www.o-review.com/glassesdetail.asp?ID=2954,NULL,NULL,Rust,94,1,NULL,NULL,NULL,NULL
2918,Bright Pink/Grey Polarized,2017-06-16 02:38:57,2017-06-16 06:38:56,NULL,2,174,03-785,$185,http://www.o-review.com/glassesdetail.asp?ID=4717,NULL,NULL,Bright Pink,38,1,NULL,NULL,NULL,NULL
2919,Soviet/Grey,2017-06-16 02:39:02,2017-06-16 06:39:02,NULL,2,595,12-777,$110,http://www.o-review.com/glassesdetail.asp?ID=3606,NULL,NULL,Soviet,37,1,NULL,NULL,NULL,NULL
2920,Bronze/Bronze Polarized,2017-06-16 02:39:14,2017-06-16 06:39:14,NULL,2,174,03-782,$185,http://www.o-review.com/glassesdetail.asp?ID=4714,NULL,NULL,Bronze,14,1,NULL,NULL,NULL,NULL
2921,Brown Sugar/VR28 Black Iridium,2017-06-16 02:39:38,2017-06-16 06:39:38,NULL,2,174,03-786,$140,http://www.o-review.com/glassesdetail.asp?ID=4718,NULL,NULL,Brown Sugar,71,1,NULL,NULL,NULL,NULL
2922,Transformers 3X/3D-HDO,2017-06-16 02:39:41,2017-06-16 06:39:40,NULL,2,595,OO9143-04,$150,http://www.o-review.com/glassesdetail.asp?ID=5690,NULL,NULL,Transformers 3X,217,1,NULL,NULL,NULL,NULL
2923,White - Oakley Text/Grey,2017-06-16 02:39:58,2017-06-16 06:39:58,NULL,2,595,n/a,None,http://www.o-review.com/glassesdetail.asp?ID=3087,NULL,NULL,White - Oakley Text,37,1,NULL,NULL,NULL,NULL
2924,Lipstick/G20 Black Iridium,2017-06-16 02:40:18,2017-06-16 06:40:17,NULL,2,174,03-783,$140,http://www.o-review.com/glassesdetail.asp?ID=4715,NULL,NULL,Lipstick,26,1,NULL,NULL,NULL,NULL
2925,Black Ink/+Red Iridium,2017-06-16 02:40:23,2017-06-16 06:40:23,NULL,2,596,OO9096-40,$84,http://www.o-review.com/glassesdetail.asp?ID=5604,NULL,NULL,Black Ink,1,1,NULL,NULL,NULL,NULL
2926,Metallic Black/Black Persimmon to Grey Transition,2017-06-16 02:40:35,2017-06-16 06:40:35,NULL,2,174,03-793,$215,http://www.o-review.com/glassesdetail.asp?ID=4719,NULL,NULL,Metallic Black,121,1,NULL,NULL,NULL,NULL
2927,Brown Tortoise/Bronze Polarized,2017-06-16 02:40:42,2017-06-16 06:40:42,NULL,2,596,OO9096-06,$140,http://www.o-review.com/glassesdetail.asp?ID=4996,NULL,NULL,Brown Tortoise,14,1,NULL,NULL,NULL,NULL
2928,Polished Black/Black Iridium,2017-06-16 02:40:57,2017-06-16 06:40:57,NULL,2,174,03-781,$140,http://www.o-review.com/glassesdetail.asp?ID=4713,NULL,NULL,Polished Black,7,1,NULL,NULL,NULL,NULL
2929,Carbon/Violet Iridium,2017-06-16 02:41:08,2017-06-16 06:41:07,NULL,2,596,OO9096-36,$120,http://www.o-review.com/glassesdetail.asp?ID=5637,NULL,NULL,Carbon,69,1,NULL,NULL,NULL,NULL
2930,Polished White/G20 Black Iridium,2017-06-16 02:41:17,2017-06-16 06:41:17,NULL,2,174,24-176,$150,http://www.o-review.com/glassesdetail.asp?ID=4920,NULL,NULL,Polished White,26,1,NULL,NULL,NULL,NULL
2931,Dark Grey/Grey,2017-06-16 02:41:25,2017-06-16 06:41:24,NULL,2,596,OO9096-55,$140,http://www.o-review.com/glassesdetail.asp?ID=5764,NULL,NULL,Dark Grey,37,1,NULL,NULL,NULL,NULL
2932,Polished White/G30 Black Iridium,2017-06-16 02:41:39,2017-06-16 06:41:39,NULL,2,174,03-784,$140,http://www.o-review.com/glassesdetail.asp?ID=4716,NULL,NULL,Polished White,28,1,NULL,NULL,NULL,NULL
2933,Grey Smoke/Black Iridium,2017-06-16 02:41:44,2017-06-16 06:41:43,NULL,2,596,OO9096-54,$110,http://www.o-review.com/glassesdetail.asp?ID=5688,NULL,NULL,Grey Smoke,7,1,NULL,NULL,NULL,NULL
2934,Bright Pink/Grey Polarized,2017-06-16 02:41:52,2017-06-16 06:41:52,NULL,2,175,03-791,$185,http://www.o-review.com/glassesdetail.asp?ID=4724,NULL,NULL,Bright Pink,38,1,NULL,NULL,NULL,NULL
2935,Bronze/Bronze Polarized,2017-06-16 02:42:00,2017-06-16 06:42:00,NULL,2,175,03-788,$185,http://www.o-review.com/glassesdetail.asp?ID=4721,NULL,NULL,Bronze,14,1,NULL,NULL,NULL,NULL
2936,Matte Black/Grey Polarized,2017-06-16 02:42:06,2017-06-16 06:42:06,NULL,2,596,OO9096-05,$140,http://www.o-review.com/glassesdetail.asp?ID=4995,NULL,NULL,Matte Black,38,1,NULL,NULL,NULL,NULL
2937,Brown Sugar/VR28 Black Iridium,2017-06-16 02:42:07,2017-06-16 06:42:06,NULL,2,175,03-792,$140,http://www.o-review.com/glassesdetail.asp?ID=4725,NULL,NULL,Brown Sugar,71,1,NULL,NULL,NULL,NULL
2938,Lipstick/G20 Black Iridium,2017-06-16 02:42:13,2017-06-16 06:42:13,NULL,2,175,03-789,$140,http://www.o-review.com/glassesdetail.asp?ID=4722,NULL,NULL,Lipstick,26,1,NULL,NULL,NULL,NULL
2939,Metallic Black/Black Persimmon to Grey Transition,2017-06-16 02:42:25,2017-06-16 06:42:24,NULL,2,175,03-794,$215,http://www.o-review.com/glassesdetail.asp?ID=4726,NULL,NULL,Metallic Black,121,1,NULL,NULL,NULL,NULL
2940,Matte Black/Grey Polarized,2017-06-16 02:42:25,2017-06-16 06:42:24,NULL,2,596,OO9096-44,$155,http://www.o-review.com/glassesdetail.asp?ID=5439,NULL,NULL,Matte Black,38,1,NULL,NULL,NULL,NULL
2941,Polished Black/Black Iridium,2017-06-16 02:42:32,2017-06-16 06:42:32,NULL,2,175,03-787,$140,http://www.o-review.com/glassesdetail.asp?ID=4720,NULL,NULL,Polished Black,7,1,NULL,NULL,NULL,NULL
2942,Polished White/G30 Black Iridium,2017-06-16 02:42:45,2017-06-16 06:42:45,NULL,2,175,03-790,$140,http://www.o-review.com/glassesdetail.asp?ID=4723,NULL,NULL,Polished White,28,1,NULL,NULL,NULL,NULL
2943,Matte Black/Warm Grey,2017-06-16 02:42:47,2017-06-16 06:42:46,NULL,2,596,OO9096-09,$110,http://www.o-review.com/glassesdetail.asp?ID=5084,NULL,NULL,Matte Black,85,1,NULL,NULL,NULL,NULL
2944,Brown Smoke/Tungsten Iridium Polarized,2017-06-16 02:43:07,2017-06-16 06:43:07,NULL,2,685,04-213,$145,http://www.o-review.com/glassesdetail.asp?ID=4902,NULL,NULL,Brown Smoke,67,1,NULL,NULL,NULL,NULL
2945,Matte Black - Brazil Icon/Emerald Iridium,2017-06-16 02:43:13,2017-06-16 06:43:12,NULL,2,596,OO9096-14,€119,http://www.o-review.com/glassesdetail.asp?ID=5392,NULL,NULL,Matte Black - Brazil Icon,20,1,NULL,NULL,NULL,NULL
2946,Polished Black/Grey Polarized,2017-06-16 02:43:32,2017-06-16 06:43:31,NULL,2,685,04-212,$135,http://www.o-review.com/glassesdetail.asp?ID=4901,NULL,NULL,Polished Black,38,1,NULL,NULL,NULL,NULL
2947,Matte Black-Flag Print/Black Iridium,2017-06-16 02:43:33,2017-06-16 06:43:32,NULL,2,596,OO9096-08,$200,http://www.o-review.com/glassesdetail.asp?ID=5041,NULL,NULL,Matte Black-Flag Print,7,1,NULL,NULL,NULL,NULL
2948,Matte Black-Science/Violet Iridium,2017-06-16 02:43:56,2017-06-16 06:43:55,NULL,2,596,OO9096-26,$120,http://www.o-review.com/glassesdetail.asp?ID=5289,NULL,NULL,Matte Black-Science,69,1,NULL,NULL,NULL,NULL
2949,Black Chrome/Black Persimmon to Grey Transition,2017-06-16 02:44:08,2017-06-16 06:44:08,NULL,2,686,13-707,$215,http://www.o-review.com/glassesdetail.asp?ID=2821,NULL,NULL,Black Chrome,121,1,NULL,NULL,NULL,NULL
2950,Matte Dark Grey/Warm Grey,2017-06-16 02:44:16,2017-06-16 06:44:16,NULL,2,596,OO9096-24,$180,http://www.o-review.com/glassesdetail.asp?ID=5251,NULL,NULL,Matte Dark Grey,85,1,NULL,NULL,NULL,NULL
2951,Black Chrome/Emerald Iridium Polarized,2017-06-16 02:44:27,2017-06-16 06:44:26,NULL,2,686,*,None,http://www.o-review.com/glassesdetail.asp?ID=3088,NULL,NULL,Black Chrome,21,1,NULL,NULL,NULL,NULL
2952,Matte Dark Grey-Science/Jade Iridium,2017-06-16 02:44:33,2017-06-16 06:44:33,NULL,2,596,OO9096-27,$120,http://www.o-review.com/glassesdetail.asp?ID=5290,NULL,NULL,Matte Dark Grey-Science,44,1,NULL,NULL,NULL,NULL
2953,Black Chrome/Titanium Iridium,2017-06-16 02:44:43,2017-06-16 06:44:43,NULL,2,686,12-693,$150,http://www.o-review.com/glassesdetail.asp?ID=1746,NULL,NULL,Black Chrome,64,1,NULL,NULL,NULL,NULL
2954,Matte White-Science/Chrome Iridium,2017-06-16 02:44:53,2017-06-16 06:44:52,NULL,2,596,OO9096-28,$120,http://www.o-review.com/glassesdetail.asp?ID=5291,NULL,NULL,Matte White-Science,15,1,NULL,NULL,NULL,NULL
2955,Brown Smoke/Tungsten Iridium Polarized,2017-06-16 02:45:04,2017-06-16 06:45:04,NULL,2,686,12-895,$160,http://www.o-review.com/glassesdetail.asp?ID=3289,NULL,NULL,Brown Smoke,67,1,NULL,NULL,NULL,NULL
2956,Brown Tortoise/Bronze Polarized,2017-06-16 02:45:15,2017-06-16 06:45:15,NULL,2,686,12-853,$150,http://www.o-review.com/glassesdetail.asp?ID=1696,NULL,NULL,Brown Tortoise,14,1,NULL,NULL,NULL,NULL
2957,Crystal Black/Black Iridium,2017-06-16 02:45:32,2017-06-16 06:45:32,NULL,2,686,03-458,$105,http://www.o-review.com/glassesdetail.asp?ID=1695,NULL,NULL,Crystal Black,7,1,NULL,NULL,NULL,NULL
2958,Dark Grey/Ice Iridium,2017-06-16 02:45:45,2017-06-16 06:45:44,NULL,2,686,12-698,$105,http://www.o-review.com/glassesdetail.asp?ID=2940,NULL,NULL,Dark Grey,42,1,NULL,NULL,NULL,NULL
2959,Polished Black/Black Iridium,2017-06-16 02:45:46,2017-06-16 06:45:46,NULL,2,596,OO9096-41,$180,http://www.o-review.com/glassesdetail.asp?ID=5549,NULL,NULL,Polished Black,7,1,NULL,NULL,NULL,NULL
2960,Honey/Bronze,2017-06-16 02:45:56,2017-06-16 06:45:55,NULL,2,686,03-457,$95,http://www.o-review.com/glassesdetail.asp?ID=1694,NULL,NULL,Honey,13,1,NULL,NULL,NULL,NULL
2961,Polished Black/Black Iridium Polarized,2017-06-16 02:46:04,2017-06-16 06:46:03,NULL,2,596,OO9096-42,$161,http://www.o-review.com/glassesdetail.asp?ID=5563,NULL,NULL,Polished Black,8,1,NULL,NULL,NULL,NULL
2962,Matte Black/Grey,2017-06-16 02:46:12,2017-06-16 06:46:12,NULL,2,686,11-121,$50,http://www.o-review.com/glassesdetail.asp?ID=2150,NULL,NULL,Matte Black,37,1,NULL,NULL,NULL,NULL
2963,Polished Black/Grey,2017-06-16 02:46:23,2017-06-16 06:46:22,NULL,2,596,OO9096-35,$110,http://www.o-review.com/glassesdetail.asp?ID=5261,NULL,NULL,Polished Black,37,1,NULL,NULL,NULL,NULL
2964,Plasma/Gold Iridium,2017-06-16 02:46:33,2017-06-16 06:46:33,NULL,2,686,12-692,$105,http://www.o-review.com/glassesdetail.asp?ID=1698,NULL,NULL,Plasma,34,1,NULL,NULL,NULL,NULL
2965,Polished Black/Ice Iridium,2017-06-16 02:46:37,2017-06-16 06:46:36,NULL,2,596,OO9096-12,$120,http://www.o-review.com/glassesdetail.asp?ID=5179,NULL,NULL,Polished Black,42,1,NULL,NULL,NULL,NULL
2966,Polished Black/Black Iridium Polarized,2017-06-16 02:46:46,2017-06-16 06:46:46,NULL,2,686,12-854,$160,http://www.o-review.com/glassesdetail.asp?ID=1697,NULL,NULL,Polished Black,8,1,NULL,NULL,NULL,NULL
2967,Polished Black/Warm Grey,2017-06-16 02:46:59,2017-06-16 06:46:59,NULL,2,596,OO9096-01,$100,http://www.o-review.com/glassesdetail.asp?ID=4991,NULL,NULL,Polished Black,85,1,NULL,NULL,NULL,NULL
2968,Polished Black/G30 Iridium,2017-06-16 02:47:05,2017-06-16 06:47:05,NULL,2,686,12-692,$105,http://www.o-review.com/glassesdetail.asp?ID=1744,NULL,NULL,Polished Black,29,1,NULL,NULL,NULL,NULL
2969,Polished Black/Ice Iridium,2017-06-16 02:47:19,2017-06-16 06:47:19,NULL,2,686,03-454,$105,http://www.o-review.com/glassesdetail.asp?ID=1692,NULL,NULL,Polished Black,42,1,NULL,NULL,NULL,NULL
2970,Polished Black - Cardinals/Black Iridium,2017-06-16 02:47:21,2017-06-16 06:47:20,NULL,2,596,OO9096-49,$120,http://www.o-review.com/glassesdetail.asp?ID=5577,NULL,NULL,Polished Black - Cardinals,7,1,NULL,NULL,NULL,NULL
2971,Polished Black/VR50 to Brown Transition,2017-06-16 02:47:36,2017-06-16 06:47:35,NULL,2,686,13-708,$170,http://www.o-review.com/glassesdetail.asp?ID=2820,NULL,NULL,Polished Black,176,1,NULL,NULL,NULL,NULL
2972,Polished Black - Dodgers/Black Iridium,2017-06-16 02:47:41,2017-06-16 06:47:40,NULL,2,596,OO9096-47,$120,http://www.o-review.com/glassesdetail.asp?ID=5575,NULL,NULL,Polished Black - Dodgers,7,1,NULL,NULL,NULL,NULL
2973,Polished Rootbeer/Bronze,2017-06-16 02:47:46,2017-06-16 06:47:45,NULL,2,686,03-455,$95,http://www.o-review.com/glassesdetail.asp?ID=1693,NULL,NULL,Polished Rootbeer,13,1,NULL,NULL,NULL,NULL
2974,Polished Black - Mets/Black Iridium,2017-06-16 02:47:59,2017-06-16 06:47:59,NULL,2,596,OO9096-50,$120,http://www.o-review.com/glassesdetail.asp?ID=5578,NULL,NULL,Polished Black - Mets,7,1,NULL,NULL,NULL,NULL
2975,Brown Smoke/Bronze Polarized,2017-06-16 02:48:11,2017-06-16 06:48:10,NULL,2,687,OO9164-05,$160,http://www.o-review.com/glassesdetail.asp?ID=5823,NULL,NULL,Brown Smoke,14,1,NULL,NULL,NULL,NULL
2976,Polished Black - Phillies/Black Iridium,2017-06-16 02:48:14,2017-06-16 06:48:14,NULL,2,596,OO9096-48,$120,http://www.o-review.com/glassesdetail.asp?ID=5576,NULL,NULL,Polished Black - Phillies,7,1,NULL,NULL,NULL,NULL
2977,Polished Black - Red Sox/Black Iridium,2017-06-16 02:48:32,2017-06-16 06:48:31,NULL,2,596,OO9096-46,$120,http://www.o-review.com/glassesdetail.asp?ID=5573,NULL,NULL,Polished Black - Red Sox,7,1,NULL,NULL,NULL,NULL
2978,Metallic Black/VR28 Black Iridium Polarized,2017-06-16 02:48:36,2017-06-16 06:48:36,NULL,2,687,OO9164-02,$160,http://www.o-review.com/glassesdetail.asp?ID=5821,NULL,NULL,Metallic Black,72,1,NULL,NULL,NULL,NULL
2979,Polished Black - Spain Icon/Warm Grey,2017-06-16 02:48:52,2017-06-16 06:48:51,NULL,2,596,OO9096-17,€109,http://www.o-review.com/glassesdetail.asp?ID=5390,NULL,NULL,Polished Black - Spain Icon,85,1,NULL,NULL,NULL,NULL
2980,Polished Black/Black Iridium Polarized,2017-06-16 02:48:53,2017-06-16 06:48:53,NULL,2,687,OO9164-01,$160,http://www.o-review.com/glassesdetail.asp?ID=5820,NULL,NULL,Polished Black,8,1,NULL,NULL,NULL,NULL
2981,Polished Black - Yankees/Black Iridium,2017-06-16 02:49:12,2017-06-16 06:49:11,NULL,2,596,OO9096-45,$120,http://www.o-review.com/glassesdetail.asp?ID=5574,NULL,NULL,Polished Black - Yankees,7,1,NULL,NULL,NULL,NULL
